year,player_name,sg_total,sg_off_the_tee,sg_approach,sg_around_green,sg_putting,driving_distance,driving_accuracy,greens_in_regulation,scoring_average,money_earned,final_season_rank,sg_tee_to_green
2023,Aaron Baddeley,0.221,-0.586,-0.055,0.479,0.384,284.5,57.25,65.76,70.659,1337851.0,96.0,-0.16200000000000003
2023,Aaron Rai,0.615,0.343,0.384,0.149,-0.262,294.1,68.72,69.63,70.398,2470341.0,68.0,0.8760000000000001
2023,Aaron Wise,,,,,,,,,,1020174.0,127.0,
2023,Adam Hadwin,0.709,-0.011,0.21,0.065,0.445,295.7,63.38,67.61,70.36,4713995.0,45.0,0.264
2023,Adam Long,-0.102,-0.182,-0.449,0.209,0.32,290.9,67.28,66.32,71.291,884088.0,142.0,-0.42200000000000004
2023,Adam Schenk,0.694,0.056,0.293,0.001,0.344,305.6,55.25,67.74,70.368,4987135.0,9.0,0.35
2023,Adam Scott,0.927,0.421,-0.169,0.212,0.462,313.0,53.27,65.77,70.101,3329394.0,72.0,0.46399999999999997
2023,Adam Svensson,0.758,0.2,0.278,0.062,0.217,296.2,63.78,67.94,70.471,4844402.0,37.0,0.54
2023,Akshay Bhatia,0.241,0.389,0.394,-0.037,-0.505,304.9,63.93,70.63,70.431,2346959.0,102.0,0.746
2023,Alex Noren,0.601,-0.378,0.162,0.341,0.475,300.2,54.95,66.18,70.422,2591982.0,101.0,0.12500000000000003
2023,Alex Smalley,0.385,0.254,0.407,0.022,-0.299,303.0,58.84,69.35,70.556,3128514.0,54.0,0.683
2023,Anders Albertson,,,,,,,,,,87639.0,216.0,
2023,Andrew Landry,-1.315,-0.208,-0.911,-0.271,0.075,288.4,64.16,64.03,72.547,263815.0,211.0,-1.3900000000000001
2023,Andrew Novak,0.314,-0.01,0.037,0.171,0.116,299.7,58.44,67.08,70.973,1173140.0,105.0,0.198
2023,Andrew Putnam,0.681,-0.411,0.476,0.102,0.513,284.7,64.45,69.72,70.118,4459264.0,35.0,0.16699999999999998
2023,Arjun Atwal,,,,,,,,,,16367.0,231.0,
2023,Augusto Núñez,-0.679,0.111,-0.196,-0.073,-0.522,310.0,56.38,68.5,71.834,382748.0,170.0,-0.158
2023,Austin Cook,-0.757,-0.564,-0.319,0.261,-0.135,282.3,65.28,65.16,71.611,647085.0,176.0,-0.622
2023,Austin Eckroat,0.432,0.363,0.015,-0.049,0.103,301.1,64.32,67.35,70.692,2476429.0,74.0,0.329
2023,Austin Smotherman,-0.335,0.016,-0.063,-0.284,-0.004,300.4,62.55,66.44,71.37,957049.0,125.0,-0.33099999999999996
2023,Beau Hossler,0.45,0.23,-0.263,0.259,0.224,305.3,57.65,66.87,70.398,3586109.0,58.0,0.226
2023,Ben Crane,,,,,,,,,,71025.0,225.0,
2023,Ben Griffin,0.684,-0.066,0.086,0.33,0.334,300.1,56.03,66.9,70.286,2897799.0,63.0,0.35
2023,Ben Martin,0.065,0.048,0.318,-0.33,0.028,293.9,62.49,68.23,70.936,1379841.0,113.0,0.035999999999999976
2023,Ben Taylor,-0.122,-0.452,-0.085,0.033,0.381,304.1,50.44,64.78,71.486,1912677.0,75.0,-0.504
2023,Bill Haas,,,,,,,,,,170817.0,205.0,
2023,Billy Horschel,0.028,-0.224,-0.122,0.048,0.326,298.5,62.56,64.06,71.042,1810825.0,90.0,-0.298
2023,Bo Van Pelt,,,,,,,,,,11172.0,236.0,
