year,player_name,driving_distance
2016,J.B. Holmes,314.5
2016,Dustin Johnson,313.6
2016,Tony Finau,312.2
2016,Bubba Watson,310.6
2016,Andrew Loupe,309.3
2016,Jason Kokrak,307.4
2016,Luke List,306.9
2016,Hudson Swafford,306.9
2016,Rory McIlroy,306.8
2016,Gary Woodland,306.1
2016,Jamie Lovemark,304.8
2016,Ryan Palmer,304.7
2016,Adam Scott,304.6
2016,Jhonattan Vegas,304.4
2016,Jason Day,304.2
2016,Justin Rose,303.9
2016,Charles Howell III,303.4
2016,Robert Garrigus,303.3
2016,Brooks Koepka,302.6
2016,Sean O'Hair,302.2
2016,Brendan Steele,302.2
2016,Harold Varner III,302.0
2016,Rickie Fowler,301.6
2016,Justin Thomas,301.3
2016,Jimmy Walker,301.3
2016,Patrick Rodgers,300.5
2016,Keegan Bradley,300.0
2016,Sergio Garcia,299.9
2016,Harris English,299.2
2016,Smylie Kaufman,299.0
2016,Carlos Ortiz,298.9
2016,Shane Lowry,298.7
2016,Martin Laird,298.5
2016,Daniel Berger,298.4
2016,Lucas Glover,298.3
2016,Charley Hoffman,298.2
2016,Graham DeLaet,297.9
2016,Scott Piercy,297.9
2016,Greg Owen,297.7
2016,Rhein Gibson,297.5
2016,Patrick Reed,297.4
2016,Stewart Cink,296.9
2016,Scott Pinckney,296.8
2016,Charl Schwartzel,296.7
2016,Chesson Hadley,296.5
2016,Kevin Chappell,296.3
2016,Nick Taylor,296.2
2016,Branden Grace,295.6
2016,Russell Henley,295.6
2016,Scott Stallings,295.5
2016,Jordan Spieth,295.4
2016,S.Y. Noh,295.3
2016,Brett Stegmaier,295.3
2016,Paul Casey,295.2
2016,Marc Leishman,295.0
2016,Matt Jones,294.8
2016,Hunter Mahan,294.8
2016,Phil Mickelson,294.8
2016,Andres Gonzales,294.7
2016,Andrew Landry,294.7
2016,Wes Roach,294.7
2016,Robert Streb,294.7
2016,Ángel Cabrera,294.6
2016,Derek Ernst,294.6
2016,Hideki Matsuyama,294.5
2016,Morgan Hoffmann,294.4
2016,Emiliano Grillo,294.3
2016,Louis Oosthuizen,294.0
2016,Si Woo Kim,293.5
2016,Jason Dufner,293.2
2016,Bronson Burgoon,293.1
2016,Billy Horschel,293.0
2016,Will Wilcox,292.9
2016,Ernie Els,292.8
2016,Brandt Snedeker,292.6
2016,Scott Brown,292.5
2016,Sung Kang,292.4
2016,Shawn Stefani,292.1
2016,Steve Marino,292.0
2016,Geoff Ogilvy,291.9
2016,Sam Saunders,291.8
2016,Aaron Baddeley,291.7
2016,Anirban Lahiri,291.7
2016,Boo Weekley,291.5
2016,Michael Thompson,291.4
2016,Patton Kizzire,291.3
2016,Jim Herman,291.1
2016,James Hahn,290.9
2016,Thomas Aiken,290.5
2016,Jonas Blixt,290.3
2016,Dawie van der Walt,290.2
2016,Adam Hadwin,290.1
2016,Kelly Kraft,289.8
2016,Vijay Singh,289.8
2016,Brian Harman,289.7
2016,John Senden,289.7
2016,Blayne Barber,289.6
2016,Bill Haas,289.6
2016,Padraig Harrington,289.6
2016,Tom Hoge,289.5
2016,Johnson Wagner,289.4
2016,Luke Guthrie,289.3
2016,Jason Gore,289.2
2016,Kevin Streelman,289.1
2016,Fabián Gómez,289.0
2016,Kevin Kisner,289.0
2016,Steven Bowditch,288.9
2016,Retief Goosen,288.8
2016,Hiroshi Iwata,288.8
2016,Ben Martin,288.8
2016,Derek Fathauer,288.2
2016,Henrik Norlander,288.1
2016,Kyle Stanley,288.1
2016,Daniel Summerhays,288.0
2016,Tyrone Van Aswegen,288.0
2016,Chad Campbell,287.9
2016,Rod Pampling,287.7
2016,Ricky Barnes,287.6
2016,Whee Kim,287.6
2016,William McGirt,287.6
2016,Rory Sabbatini,287.6
2016,Brendon de Jonge,287.5
2016,J.J. Henry,287.3
2016,Chez Reavie,287.3
2016,Kyle Reifers,287.3
2016,Troy Merritt,287.2
2016,Vaughn Taylor,287.0
2016,Camilo Villegas,287.0
2016,Francesco Molinari,286.7
2016,Danny Lee,286.6
2016,Martin Piller,286.6
2016,Webb Simpson,286.3
2016,Cameron Smith,286.3
2016,Chris Stroud,286.3
2016,Steve Wheatcroft,286.2
2016,Chris Kirk,285.9
2016,Russell Knox,285.8
2016,Matt Kuchar,285.8
2016,Scott Langley,285.7
2016,Will MacKenzie,285.6
2016,Tyler Aldridge,285.2
2016,Cameron Tringale,285.1
2016,Jeff Overton,285.0
2016,David Lingmerth,284.8
2016,Erik Compton,284.7
2016,John Huh,284.7
2016,George McNeill,284.5
2016,Michael Kim,284.3
2016,Roberto Castro,284.2
2016,Ryan Moore,283.2
2016,Luke Donald,282.9
2016,Stuart Appleby,282.7
2016,D.A. Points,282.3
2016,Robert Allenby,282.2
2016,Alex Cejka,281.5
2016,Graeme McDowell,281.4
2016,Spencer Levin,281.3
2016,David Hearn,281.2
2016,Rob Oppenheim,281.2
2016,Jim Furyk,280.8
2016,D.H. Lee,280.4
2016,Ben Crane,280.3
2016,Freddie Jacobson,280.3
2016,Ken Duke,280.2
2016,Mark Hubbard,280.2
2016,Bryce Molder,280.2
2016,Zach Johnson,280.1
2016,Brendon Todd,280.1
2016,Peter Malnati,279.7
2016,Kevin Na,279.6
2016,Chad Collins,279.3
2016,Tim Wilkinson,279.3
2016,Dicky Pride,278.9
2016,Jerry Kelly,278.2
2016,Steve Stricker,278.0
2016,Billy Hurley III,277.7
2016,Brian Stuard,277.7
2016,Abraham Ancer,276.4
2016,Jason Bohn,276.3
2016,Zac Blair,275.3
2016,K.J. Choi,275.3
2016,Mark Wilson,274.7
2016,Jon Curran,271.9
2016,Colt Knost,269.7
2016,David Toms,269.7
